Deg;Mo;GO;CO;CR;P1;PW;T3P;T1;Ready
0;1;28,1;19;32;0,48;24;306,7195;28;1
0;1;30,5;20;32;0,52;26;311,4609;28;1
0;1;26,9;18;30;0,46;23;301,7011;28;1
0;1;27,8;19;30;0,48;24;306,7195;29;1
0;1;29,1;20;32;0,5;25;311,4609;29;1
0;1;34,7;23;32;0,6;29;324,4851;30;1
0;1;36,4;24;32;0,66;31;328,5805;30;1
0;1;31;21;32;0,54;27;315,9715;31;1
0;1;31,6;21;32;0,56;27;315,9715;31;1
0;1;27,2;19;28;0,46;23;306,7195;31;1
0;1;27,7;19;32;0,48;24;306,7195;31;1
0;1;26;17;28;0,44;22;296,3595;31;1
0;1;28,3;19;32;0,48;25;306,7195;31;1
0;1;21,5;15;28;0,44;20;284,5219;31;1
0;1;21,5;15;30;0,4;19;284,5219;31;1
0;1;24,6;16;30;0,42;21;290,6485;31;1
0;1;22,7;15;30;0,38;20;284,5219;31;1
0;1;21,8;16;30;0,42;19;290,6485;32;1
0;1;23,3;16;30;0,44;20;290,6485;32;1
0;1;19,5;14;28;0,36;17;277,9335;32;1
0;1;27,8;19;30;0,42;24;306,7195;32;1
0;1;21,5;15;28;0,4;19;284,5219;32;1
0;1;42,1;27;34;0,78;35;340,7755;33;1
0;1;42,7;29;34;0,8;37;349,2915;34;1
0;1;45,2;29;34;0,84;37;349,2915;36;1
0;1;42,5;28;34;0,78;36;344,9641;37;1
0;1;45,6;29;34;0,84;37;349,2915;37;1
0;1;41,2;27;34;0,78;35;340,7755;37;1
0;2;50,1;33;36;0,94;41;385,4558;37;1
0;2;52,6;34;36;1,02;43;392,4298;39;1
0;2;52,4;33;36;0,98;43;385,4558;39;1
0;2;51,4;34;36;1,02;43;392,4298;40;1
0;2;51,3;33;36;1;42;385,4558;41;1
0;2;53,5;35;38;1,02;45;399,896;41;1
0;2;48,9;32;36;0,96;40;378,9254;41;1
0;2;47,4;31;36;0,92;40;372,79;41;1
0;2;49,8;32;36;0,94;40;378,9254;41;1
0;2;60,9;39;40;1,16;49;435,6548;42;1
0;2;60,4;38;38;1,18;49;425,7338;43;1
0;2;61,5;40;38;1,24;51;446,311;44;1
0;2;61,5;38;38;1,22;49;425,7338;45;1
0;2;60,5;39;40;1,22;49;435,6548;46;1
0;2;61,8;39;38;1,22;50;435,6548;46;1
0;2;60;39;40;1,2;50;435,6548;45;1
0;1;40,5;27;34;0,82;35;340,7755;43;1
0;1;30,4;20;30;0,52;25;311,4609;41;1
0;1;30,7;21;32;0,52;27;315,9715;39;1
0;1;30,7;21;32;0,52;27;315,9715;38;1
0;1;32,6;22;32;0,56;28;320,2975;37;1
0;1;31,1;21;32;0,54;27;315,9715;37;1
0;1;31,6;21;32;0,56;27;315,9715;37;1
0;1;42,8;28;34;0,8;36;344,9641;38;1
0;2;50,1;33;36;0,92;41;385,4558;39;1
0;2;51,3;34;38;1;43;392,4298;40;1
0;2;59,5;38;40;1,18;48;425,7338;42;1
0;2;52,7;34;38;1;44;392,4298;42;1
0;2;53,6;35;38;1,02;44;399,896;43;1
0;2;52,3;34;38;1,02;43;392,4298;43;1
0;2;54,9;36;38;1,08;46;407,903;43;1
0;2;49,8;32;36;0,94;40;378,9254;43;1
0;2;50,6;34;38;0,98;43;392,4298;43;1
0;2;46,6;31;36;0,88;39;372,79;42;1
0;1;44,1;29;36;0,82;37;349,2915;42;1
0;2;48,5;32;36;0,86;40;378,9254;41;1
0;1;25,9;18;30;0,44;22;301,7011;40;1
0;1;25,7;18;28;0,46;22;301,7011;39;1
0;1;25,2;18;30;0,44;22;301,7011;38;1
0;1;10,5;8;30;0,26;10;226,1181;37;1
0;1;10,6;7;28;0,26;10;215,0035;36;1
0;1;13,6;10;30;0,26;12;246,0379;35;1
0;1;20,4;14;32;0,34;18;277,9335;35;1
0;1;22,9;16;30;0,38;20;290,6485;35;1
0;1;20,9;14;32;0,36;18;277,9335;35;1
0;1;22,7;16;32;0,4;20;290,6485;35;1
0;1;22,3;15;32;0,4;20;284,5219;35;1
0;1;20,7;15;32;0,38;18;284,5219;34;1
0;1;21,6;15;32;0,38;19;284,5219;34;1
0;1;20,3;15;32;0,38;18;284,5219;34;1
0;1;21,2;15;32;0,38;19;284,5219;34;1
0;1;21,8;14;32;0,38;18;277,9335;34;1
0;1;21,2;15;32;0,38;19;284,5219;34;1
0;1;20,9;14;32;0,36;18;277,9335;32;1
0;1;21,2;14;32;0,38;19;277,9335;32;1
0;1;9,3;7;28;0,24;8;215,0035;32;1
0;1;9,9;7;28;0,26;9;215,0035;31;1
0;1;9,5;7;28;0,24;9;215,0035;30;1
0;1;9,9;7;28;0,24;9;215,0035;30;1
0;1;8,9;7;28;0,24;8;215,0035;29;1
0;1;9,3;7;26;0,24;9;215,0035;29;1
0;1;11,8;8;28;0,3;10;226,1181;29;1
0;1;20,1;14;32;0,36;17;277,9335;29;1
0;1;20,4;14;32;0,38;18;277,9335;29;1
0;1;19,4;14;32;0,36;18;277,9335;30;1
0;1;19,6;14;32;0,36;17;277,9335;30;1
0;1;20,8;14;32;0,38;18;277,9335;31;1
0;1;20,3;14;32;0,38;18;277,9335;31;1
0;1;20,9;15;32;0,4;19;284,5219;31;1
0;1;20,8;14;32;0,38;18;277,9335;32;1
0;1;21,3;15;32;0,38;19;284,5219;32;1
0;1;21;14;32;0,38;18;277,9335;32;1
0;1;22,2;15;32;0,4;20;284,5219;31;1
0;1;23,2;16;32;0,4;20;290,6485;31;1
0;1;15,1;10;30;0,3;13;246,0379;31;1
0;1;12,4;8;30;0,28;11;226,1181;30;1
0;1;17,1;11;30;0,3;15;254,9355;30;1
0;1;17,3;12;30;0,3;15;263,1865;30;1
0;1;11;8;28;0,26;10;226,1181;29;1
0;1;10,7;6;30;0,28;9;203,0575;29;1
0;1;21;15;30;0,4;19;284,5219;29;1
0;1;22,3;15;32;0,38;20;284,5219;29;1
0;1;19,4;13;32;0,36;17;270,8371;29;1
0;1;21,6;15;32;0,4;19;284,5219;28;1
0;1;21,3;15;32;0,4;19;284,5219;27;1
0;1;20,3;14;32;0,38;18;277,9335;27;1
0;1;25,4;17;34;0,4;22;296,3595;28;1
0;1;22,1;15;32;0,4;19;284,5219;28;1
0;1;21,9;15;32;0,4;19;284,5219;28;1
0;1;23,7;16;32;0,42;20;290,6485;29;1
0;1;22,4;15;32;0,4;19;284,5219;29;1
0;1;22,4;15;32;0,4;20;284,5219;29;1
0;1;17,3;11;30;0,3;15;254,9355;29;1
0;1;10,4;7;30;0,26;10;215,0035;28;1
0;1;11,6;8;30;0,26;11;226,1181;28;1
0;1;10,4;7;28;0,26;9;215,0035;27;1
0;1;11,4;8;28;0,26;10;226,1181;27;1
0;1;9,7;7;28;0,26;9;215,0035;27;1
0;1;23,9;16;30;0,32;21;290,6485;27;1
0;1;21,2;14;30;0,38;18;277,9335;27;1
0;1;20,5;14;32;0,38;18;277,9335;27;1
0;1;21,4;15;32;0,4;19;284,5219;27;1
0;1;22,5;16;32;0,42;20;290,6485;27;1
0;1;20,5;13;32;0,38;18;270,8371;29;1
0;1;21,6;15;32;0,4;19;284,5219;30;1
0;1;20,2;13;32;0,38;17;270,8371;30;1
0;1;21,5;15;30;0,38;18;284,5219;30;1
0;1;22;15;30;0,42;20;284,5219;30;1
0;1;20,8;14;32;0,38;18;277,9335;30;1
0;1;44,8;29;36;0,8;36;349,2915;31;1
0;1;33,3;23;32;0,6;29;324,4851;32;1
0;1;24;16;30;0,42;21;290,6485;32;1
0;1;26,9;18;34;0,48;23;301,7011;32;1
0;1;28,6;19;32;0,46;25;306,7195;32;1
0;1;23,9;17;30;0,42;21;296,3595;32;1
0;1;29,1;20;30;0,52;25;311,4609;32;1
0;1;25,2;17;30;0,44;22;296,3595;32;1
0;1;41,2;28;34;0,76;34;344,9641;32;1
0;1;43;29;34;0,82;37;349,2915;33;1
0;2;47,6;31;34;0,88;40;372,79;33;1
0;1;44,6;29;36;0,84;37;349,2915;33;1
0;1;43,3;29;36;0,82;37;349,2915;33;1
0;1;43,5;29;34;0,8;36;349,2915;33;1
0;2;48,3;31;36;0,9;40;372,79;33;1
0;1;44,9;29;36;0,84;37;349,2915;33;1
0;1;44,9;29;36;0,86;37;349,2915;33;1
0;2;46,8;30;36;0,9;39;367,001;34;1
0;2;47,8;31;36;0,9;40;372,79;34;1
0;1;29,1;20;30;0,52;26;311,4609;33;1
0;1;29,2;20;30;0,48;25;311,4609;32;1
0;1;30;20;30;0,5;26;311,4609;31;1
0;1;28,4;20;30;0,5;24;311,4609;31;1
0;1;28,7;19;32;0,48;25;306,7195;31;1
0;1;28,2;19;32;0,44;24;306,7195;31;1
0;1;28,7;18;30;0,48;24;301,7011;31;1
0;1;41;28;34;0,8;35;344,9641;31;1
0;1;44,3;29;36;0,82;37;349,2915;32;1
0;1;46,2;29;36;0,86;38;349,2915;32;1
0;1;43,4;29;34;0,82;36;349,2915;33;1
0;2;45,2;30;36;0,86;38;367,001;33;1
0;1;44,9;29;36;0,86;37;349,2915;33;1
0;1;44,4;29;34;0,84;37;349,2915;33;1
0;1;45,6;29;34;0,84;37;349,2915;33;1
0;2;46,1;30;34;0,86;38;367,001;33;1
0;2;50,8;33;38;1;42;385,4558;33;1
0;2;48,1;31;36;0,92;40;372,79;33;1
0;1;32,4;22;32;0,58;28;320,2975;32;1
0;1;32,1;22;32;0,56;28;320,2975;31;1
0;1;30,6;20;34;0,54;26;311,4609;31;1
0;1;30,3;21;32;0,52;26;315,9715;31;1
0;1;30,3;20;30;0,52;25;311,4609;31;1
0;1;29,5;20;30;0,52;26;311,4609;31;1
0;1;44,4;29;34;0,84;37;349,2915;32;1
0;2;51,1;34;36;0,98;42;392,4298;34;1
0;2;48,6;32;36;0,9;40;378,9254;34;1
0;2;46,1;30;36;0,86;38;367,001;35;1
0;2;48,2;31;36;0,92;40;372,79;36;1
0;1;45;29;34;0,86;37;349,2915;36;1
0;2;48,4;32;36;0,92;41;378,9254;36;1
0;2;50,3;32;36;0,94;41;378,9254;37;1
0;2;47,9;31;36;0,9;40;372,79;37;1
0;2;47,7;31;34;0,9;40;372,79;36;1
0;1;28;19;32;0,5;24;306,7195;36;1
0;1;31,5;21;32;0,56;27;315,9715;34;1
0;1;29,4;20;32;0,52;25;311,4609;34;1
0;1;29,2;20;30;0,5;26;311,4609;34;1
0;1;30,2;20;30;0,52;26;311,4609;34;1
0;1;29;20;32;0,5;26;311,4609;34;1
0;1;34,8;24;30;0,66;30;328,5805;34;1
0;1;43,4;28;34;0,82;36;344,9641;34;1
0;2;45,5;30;34;0,86;38;367,001;36;1
0;2;47,8;32;34;0,86;40;378,9254;36;1
0;2;45,7;31;36;0,88;38;372,79;36;1
0;2;47,3;30;36;0,88;38;367,001;36;1
0;2;44,9;30;36;0,86;38;367,001;37;1
0;2;48,2;32;36;0,92;41;378,9254;38;1
0;2;45,4;30;36;0,86;38;367,001;38;1
0;2;46,7;31;36;0,9;39;372,79;39;1
0;1;29,6;19;32;0,52;25;306,7195;38;1
0;1;30,7;21;32;0,54;26;315,9715;37;1
0;1;31,8;22;34;0,54;28;320,2975;35;1
0;1;29;20;32;0,5;25;311,4609;35;1
0;1;29;20;32;0,48;25;311,4609;34;1
0;1;30,3;20;30;0,52;26;311,4609;34;1
0;1;38,7;26;34;0,68;33;336,6795;34;1
0;2;45,5;30;34;0,86;38;367,001;35;1
0;2;49,3;32;36;0,94;41;378,9254;36;1
0;2;45,9;30;34;0,88;38;367,001;37;1
0;2;48,2;31;36;0,9;39;372,79;38;1
0;2;49,8;33;36;0,94;41;385,4558;38;1
0;2;47,6;31;36;0,9;39;372,79;38;1
0;2;48,5;31;36;0,92;40;372,79;38;1
0;2;50,5;32;36;0,94;41;378,9254;38;1
0;2;46,9;31;36;0,9;39;372,79;39;1
0;1;29,3;20;30;0,52;25;311,4609;38;1
0;1;31,5;21;32;0,54;27;315,9715;36;1
0;1;31,5;21;32;0,52;27;315,9715;35;1
0;1;31,2;21;32;0,54;26;315,9715;34;1
0;1;30,2;21;32;0,52;26;315,9715;35;1
0;1;31;21;32;0,52;27;315,9715;35;1
0;1;37,7;25;36;0,68;32;332,6299;35;1
0;2;48,9;32;34;0,88;40;378,9254;36;1
0;2;54,2;34;38;0,98;44;392,4298;37;1
0;2;48,1;31;36;0,92;40;372,79;37;1
0;2;47,5;31;36;0,9;39;372,79;36;1
0;2;45;30;36;0,86;38;367,001;36;1
0;2;48,4;32;36;0,92;40;378,9254;36;1
0;2;46,4;30;36;0,86;38;367,001;36;1
0;2;47,9;31;36;0,9;40;372,79;38;1
0;2;49,6;32;36;0,94;41;378,9254;39;1
0;1;27,8;18;32;0,48;23;301,7011;38;1
0;1;26,7;18;30;0,46;23;301,7011;36;1
0;1;26,2;19;32;0,44;23;306,7195;35;1
0;1;24,8;17;30;0,44;22;296,3595;34;1
0;1;25;17;30;0,44;22;296,3595;34;1
0;1;26;17;34;0,46;22;296,3595;33;1
0;1;39,1;25;34;0,78;32;332,6299;33;1
0;1;46;29;38;0,84;37;349,2915;34;1
0;1;43,5;28;36;0,82;36;344,9641;35;1
0;2;45,5;30;36;0,88;38;367,001;36;1
0;1;43,9;29;34;0,84;37;349,2915;36;1
0;1;44,2;28;34;0,82;36;344,9641;36;1
0;1;42,8;28;34;0,8;35;344,9641;36;1
0;1;44,3;29;34;0,8;37;349,2915;36;1
0;2;44,7;30;36;0,86;38;367,001;37;1
0;2;45,9;30;36;0,88;38;367,001;38;1
0;1;37,4;25;34;0,7;32;332,6299;38;1
0;1;37,9;26;34;0,68;32;336,6795;37;1
0;1;41,2;27;34;0,74;35;340,7755;36;1
0;1;41,1;27;34;0,74;35;340,7755;36;1
0;1;38,5;26;34;0,72;33;336,6795;36;1
0;1;40,2;27;34;0,74;34;340,7755;36;1
0;2;47,8;32;36;0,9;40;378,9254;36;1
0;2;49,7;33;36;0,96;41;385,4558;37;1
0;2;48,8;32;36;0,94;40;378,9254;38;1
0;2;49;31;36;0,92;40;372,79;38;1
0;2;47,4;31;36;0,92;39;372,79;38;1
0;1;31,7;21;32;0,56;26;315,9715;38;1
0;1;31,8;21;32;0,56;27;315,9715;36;1
0;1;31,4;20;32;0,54;26;311,4609;33;1
0;1;32,1;22;32;0,56;27;320,2975;33;1
0;1;30,3;20;30;0,52;26;311,4609;33;1
0;1;31;21;32;0,54;26;315,9715;31;1
0;1;29,6;20;30;0,52;26;311,4609;32;1
0;1;45,6;29;36;0,84;37;349,2915;32;1
0;1;44,6;29;34;0,84;37;349,2915;34;1
0;2;47,9;32;36;0,92;40;378,9254;35;1
0;2;48,6;32;36;0,92;40;378,9254;37;1
0;2;48,1;31;36;0,92;40;372,79;36;1
0;2;48,1;31;36;0,92;40;372,79;36;1
0;2;48,7;31;36;0,92;40;372,79;36;1
0;1;45,8;29;34;0,84;38;349,2915;35;1
0;2;47,1;31;36;0,88;39;372,79;34;1
0;1;43,9;29;36;0,84;37;349,2915;34;1
0;1;25,8;18;30;0,48;23;301,7011;33;1
0;1;25,9;18;30;0,5;23;301,7011;31;1
0;1;29,4;19;32;0,5;25;306,7195;31;1
0;1;26,9;18;30;0,46;23;301,7011;31;1
0;1;27,7;19;32;0,46;24;306,7195;30;1
0;1;28,7;19;30;0,48;25;306,7195;30;1
0;1;41,9;28;34;0,78;35;344,9641;30;1
0;2;47;31;36;0,86;39;372,79;31;1
0;1;45,2;29;36;0,86;38;349,2915;32;1
0;2;48,2;31;36;0,9;40;372,79;33;1
0;1;44,3;29;36;0,84;37;349,2915;33;1
0;2;47;30;36;0,88;38;367,001;33;1
0;1;44,4;29;36;0,82;37;349,2915;33;1
0;1;45,1;29;36;0,84;37;349,2915;32;1
0;1;44;29;36;0,82;36;349,2915;33;1
0;1;24,9;17;30;0,5;22;296,3595;32;1
0;1;26,1;18;30;0,46;23;301,7011;31;1
0;1;27,3;19;32;0,48;24;306,7195;30;1
0;1;25,2;17;28;0,44;22;296,3595;30;1
0;1;27,6;19;32;0,46;24;306,7195;29;1
0;1;27,2;19;30;0,48;24;306,7195;29;1
0;1;27,7;19;32;0,48;24;306,7195;29;1
0;1;42;28;34;0,78;35;344,9641;30;1
0;1;44;29;34;0,82;37;349,2915;31;1
0;2;46,3;31;36;0,88;39;372,79;31;1
0;2;47,8;32;36;0,86;40;378,9254;32;1
0;2;47,8;31;38;0,9;40;372,79;32;1
0;2;46,1;30;34;0,88;38;367,001;32;1
0;2;46,7;31;36;0,88;39;372,79;32;1
0;2;45,8;31;36;0,86;38;372,79;32;1
0;1;43,1;28;32;0,84;36;344,9641;32;1
0;1;37,3;25;34;0,68;32;332,6299;32;1
0;1;38,4;25;34;0,68;32;332,6299;31;1
0;1;37,3;25;34;0,64;32;332,6299;30;1
0;1;38,1;25;34;0,66;32;332,6299;30;1
0;1;36,7;24;32;0,64;31;328,5805;30;1
0;1;38,1;26;34;0,7;33;336,6795;30;1
0;1;38,7;25;34;0,7;33;332,6299;30;1
0;1;37;25;34;0,68;32;332,6299;30;1
0;1;40,9;26;34;0,72;34;336,6795;30;1
0;1;39;26;34;0,7;33;336,6795;30;1
0;1;38,9;26;34;0,72;33;336,6795;30;1
0;1;38;26;34;0,7;32;336,6795;30;1
0;1;38,1;25;34;0,68;32;332,6299;31;1
0;1;38,2;25;32;0,68;32;332,6299;30;1
0;1;38,2;25;32;0,68;32;332,6299;30;1
0;1;36,6;24;34;0,66;31;328,5805;30;1
0;1;35,9;24;34;0,64;30;328,5805;30;1
0;1;37,3;24;34;0,66;31;328,5805;30;1
0;1;35,6;24;34;0,64;31;328,5805;30;1
0;1;36,1;25;34;0,64;31;332,6299;30;1
0;1;35,5;24;34;0,64;30;328,5805;30;1
0;1;36,1;25;34;0,64;31;332,6299;30;1
0;1;37,5;25;32;0,66;32;332,6299;30;1
0;1;35,7;24;34;0,64;30;328,5805;30;1
0;1;37,6;25;34;0,66;32;332,6299;30;1
0;1;35,9;24;34;0,66;30;328,5805;30;1
0;1;36,9;24;34;0,64;31;328,5805;30;1
0;1;36,5;24;34;0,66;31;328,5805;30;1
0;1;36,5;24;34;0,64;30;328,5805;30;1
0;1;36,5;25;34;0,66;31;332,6299;30;1
0;1;37;24;32;0,64;31;328,5805;30;1
0;1;39,1;26;34;0,7;33;336,6795;30;1
0;1;35,9;24;32;0,64;31;328,5805;30;1
0;1;36,2;25;32;0,64;31;332,6299;30;1
0;1;37,8;25;32;0,66;32;332,6299;30;1
0;1;35,2;24;32;0,62;31;328,5805;30;1
0;1;35,7;24;34;0,62;30;328,5805;30;1
0;1;34;23;30;0,6;29;324,4851;30;1
0;1;36;24;34;0,62;31;328,5805;30;1
0;1;37,2;25;34;0,64;31;332,6299;30;1
0;1;37,4;25;34;0,66;32;332,6299;30;1
0;1;37,1;25;34;0,66;31;332,6299;30;1
0;1;36,1;24;34;0,64;31;328,5805;30;1
0;1;36;24;34;0,64;31;328,5805;30;1
0;1;35,9;24;34;0,64;31;328,5805;30;1
0;1;37;25;34;0,66;31;332,6299;30;1
0;1;39,4;25;34;0,66;33;332,6299;30;1
0;1;37,2;25;34;0,66;31;332,6299;30;1
0;1;38,1;25;34;0,66;32;332,6299;30;1
0;1;36,7;24;34;0,64;31;328,5805;30;1
0;1;37,4;24;34;0,64;31;328,5805;30;1
0;1;36;24;34;0,64;31;328,5805;30;1
0;1;36,6;25;34;0,66;31;332,6299;30;1
0;1;35,3;23;34;0,62;29;324,4851;30;1
0;1;38,2;25;34;0,64;32;332,6299;30;1
0;1;37,1;24;34;0,64;31;328,5805;30;1
0;1;38;24;32;0,66;31;328,5805;30;1
0;1;35,2;24;34;0,62;30;328,5805;30;1
0;1;37,9;25;32;0,66;32;332,6299;30;1
0;1;39,4;26;34;0,68;33;336,6795;30;1
0;1;38,6;26;32;0,68;33;336,6795;30;1
0;1;35,1;23;32;0,64;30;324,4851;31;1
0;1;37,1;25;34;0,66;31;332,6299;30;1
0;1;37,7;25;34;0,66;32;332,6299;30;1
0;1;37,3;25;34;0,64;32;332,6299;30;1
0;1;37,7;25;34;0,66;31;332,6299;31;1
0;1;37;24;34;0,66;31;328,5805;31;1
0;1;37,7;25;34;0,68;31;332,6299;31;1
0;1;34,9;24;34;0,64;30;328,5805;31;1
0;1;36;24;34;0,62;31;328,5805;30;1
0;1;35;23;30;0,58;29;324,4851;30;1
0;1;36,4;24;34;0,64;31;328,5805;30;1
0;1;34,6;23;34;0,62;29;324,4851;30;1
0;1;37,4;25;34;0,64;32;332,6299;30;1
0;1;36,9;25;34;0,66;31;332,6299;30;1
0;1;35,5;24;34;0,62;30;328,5805;30;1
0;1;36,2;24;34;0,64;31;328,5805;30;1
0;1;35;24;34;0,62;30;328,5805;30;1
0;1;37,4;24;34;0,64;31;328,5805;30;1
0;1;35,4;24;34;0,62;30;328,5805;30;1
0;1;36,6;24;34;0,62;30;328,5805;30;1
0;1;34,6;23;34;0,62;29;324,4851;30;1
0;1;35,2;24;34;0,62;30;328,5805;30;1
0;1;35,1;24;34;0,62;30;328,5805;30;1
0;1;37,1;25;34;0,64;31;332,6299;29;1
0;1;37,5;25;34;0,68;32;332,6299;30;1
0;1;36,1;24;32;0,62;31;328,5805;29;1
0;1;35,8;24;34;0,64;30;328,5805;30;1
0;1;35,2;24;34;0,62;30;328,5805;30;1
0;1;36,9;25;34;0,64;31;332,6299;30;1
0;1;35,2;23;34;0,62;30;324,4851;30;1
0;1;36,1;25;34;0,64;31;332,6299;30;1
0;1;35,2;23;34;0,64;30;324,4851;30;1
0;1;38,7;26;34;0,68;33;336,6795;30;1
0;1;36,8;24;32;0,64;31;328,5805;30;1
0;1;41,4;27;34;0,72;35;340,7755;30;1
0;1;38,6;25;34;0,7;33;332,6299;31;1
0;1;35,9;25;34;0,64;31;332,6299;30;1
0;1;35,9;24;34;0,64;31;328,5805;30;1
0;1;34,7;23;32;0,6;30;324,4851;30;1
0;1;33,9;23;32;0,6;29;324,4851;30;1
0;1;35,8;24;32;0,62;31;328,5805;30;1
0;1;35,1;23;32;0,62;29;324,4851;30;1
0;1;35,2;24;32;0,62;30;328,5805;30;1
0;1;37,8;25;34;0,66;32;332,6299;30;1
0;1;36,6;24;36;0,66;31;328,5805;30;1
0;1;38,6;26;34;0,68;33;336,6795;30;1
0;1;35,5;24;34;0,64;31;328,5805;30;1
0;1;36;24;34;0,64;31;328,5805;30;1
0;1;38,7;25;32;0,68;32;332,6299;30;1
0;1;37;25;32;0,64;31;332,6299;31;1
0;1;38,6;26;34;0,68;33;336,6795;30;1
0;1;34,7;24;34;0,62;30;328,5805;30;1
0;1;35,7;24;34;0,64;30;328,5805;30;1
0;1;36,3;25;34;0,64;31;332,6299;30;1
0;1;38,5;25;34;0,68;33;332,6299;30;1
0;1;36,7;24;34;0,64;31;328,5805;30;1
0;1;36,3;25;34;0,64;31;332,6299;30;1
0;1;36,3;24;32;0,64;31;328,5805;30;1
0;1;36,7;25;34;0,68;31;332,6299;30;1
0;1;36,4;24;34;0,64;31;328,5805;30;1
0;1;36,8;24;34;0,64;31;328,5805;30;1
0;1;35;24;34;0,62;30;328,5805;30;1
0;1;37,2;25;34;0,66;32;332,6299;30;1
0;1;36,4;24;34;0,64;31;328,5805;30;1
0;1;38;25;34;0,66;32;332,6299;30;1
0;1;36,9;25;34;0,66;32;332,6299;30;1
0;1;36,2;24;32;0,64;30;328,5805;31;1
0;1;36,9;25;34;0,66;31;332,6299;30;1
0;1;36,1;24;34;0,66;31;328,5805;30;1
0;1;36,1;24;34;0,64;31;328,5805;30;1
0;1;37,2;25;34;0,66;32;332,6299;31;1
0;1;39,6;26;34;0,68;33;336,6795;31;1
0;2;47,6;31;36;0,88;40;372,79;31;1
0;2;50,3;32;36;0,94;42;378,9254;32;1
0;2;46,4;30;36;0,88;38;367,001;32;1
0;2;46,3;31;36;0,86;38;372,79;32;1
0;2;46;30;34;0,86;38;367,001;33;1
0;2;46,3;31;34;0,88;38;372,79;33;1
0;1;43,5;29;34;0,82;36;349,2915;33;1
0;1;37,7;26;34;0,68;32;336,6795;32;1
0;1;36,7;24;34;0,66;31;328,5805;32;1
0;1;35,5;24;34;0,64;30;328,5805;31;1
0;1;35,7;24;32;0,64;30;328,5805;31;1
0;1;35,7;24;34;0,64;31;328,5805;31;1
0;1;34,5;23;32;0,6;29;324,4851;31;1
0;1;32,5;22;32;0,58;28;320,2975;31;1
0;1;40;26;34;0,72;34;336,6795;31;1
0;1;40,9;26;34;0,72;34;336,6795;31;1
0;1;40,8;26;34;0,72;34;336,6795;31;1
0;1;33,4;23;32;0,58;28;324,4851;31;1
0;1;30;20;30;0,5;26;311,4609;31;1
0;1;28,2;20;32;0,48;25;311,4609;30;1
0;1;29,8;20;30;0,48;26;311,4609;30;1
0;1;30,4;21;32;0,52;26;315,9715;30;1
0;1;30,6;21;32;0,52;26;315,9715;30;1
0;1;29,1;20;32;0,5;25;311,4609;30;1
0;1;37,6;25;32;0,66;32;332,6299;30;1
0;1;38,4;26;32;0,68;32;336,6795;31;1
0;1;39,2;26;34;0,72;33;336,6795;31;1
0;1;29,5;20;30;0,48;25;311,4609;31;1
0;1;30,9;21;32;0,52;26;315,9715;30;1
0;1;24,9;17;30;0,46;22;296,3595;30;1
0;1;27,9;19;30;0,48;24;306,7195;29;1
0;1;18,9;14;28;0,34;17;277,9335;29;1
0;1;20,7;14;30;0,36;18;277,9335;29;1
0;1;29,2;20;30;0,52;25;311,4609;29;1
0;1;37;26;32;0,66;32;336,6795;29;1
0;1;37,7;25;34;0,68;32;332,6299;30;1
0;1;35,6;24;34;0,62;30;328,5805;31;1
0;1;28,9;20;30;0,5;25;311,4609;30;1
0;1;30,6;20;32;0,52;26;311,4609;30;1
0;1;33,7;22;32;0,58;29;320,2975;30;1
0;1;34,7;24;32;0,6;29;328,5805;30;1
0;1;36;24;34;0,62;30;328,5805;30;1
0;1;35,9;24;32;0,62;30;328,5805;31;1
0;1;42,7;28;34;0,74;36;344,9641;31;1
0;1;42,5;28;34;0,76;35;344,9641;31;1
0;1;42,6;28;34;0,78;36;344,9641;32;1
0;1;41,1;27;34;0,76;34;340,7755;32;1
0;1;45,3;29;32;0,82;37;349,2915;33;1
0;1;34,5;23;32;0,66;29;324,4851;32;1
0;1;41,7;27;34;0,78;35;340,7755;33;1
0;1;43;28;34;0,78;36;344,9641;33;1
0;1;40,9;27;34;0,76;34;340,7755;32;1
0;1;36,9;25;32;0,64;31;332,6299;32;1
0;1;39,9;26;34;0,7;33;336,6795;32;1
0;1;37;24;34;0,62;31;328,5805;32;1
0;1;36;24;34;0,64;30;328,5805;32;1
0;1;37,7;25;34;0,68;32;332,6299;32;1
0;1;37,7;25;34;0,68;32;332,6299;32;1
0;1;40,2;27;34;0,74;35;340,7755;32;1
0;1;42,4;29;34;0,78;36;349,2915;32;1
0;1;39,4;25;34;0,7;33;332,6299;32;1
0;1;41,6;28;34;0,78;35;344,9641;32;1
0;1;44,7;29;34;0,84;37;349,2915;32;1
0;2;44,8;30;34;0,82;37;367,001;33;1
0;1;41,9;28;34;0,78;35;344,9641;33;1
0;2;44,8;30;36;0,82;37;367,001;32;1
0;1;43;29;36;0,8;37;349,2915;32;1
0;1;37,6;25;34;0,66;31;332,6299;31;1
0;1;38,1;25;32;0,68;32;332,6299;33;1
0;1;37,7;25;32;0,68;31;332,6299;33;1
0;1;37,7;25;32;0,68;32;332,6299;32;1
0;1;39;26;32;0,7;33;336,6795;33;1
0;1;38,7;26;32;0,72;33;336,6795;35;1
0;1;40,4;26;32;0,74;33;336,6795;36;1
0;1;46;29;36;0,84;38;349,2915;37;1
0;1;37,8;25;34;0,68;31;332,6299;35;1
0;1;39,7;26;32;0,74;34;336,6795;33;1
